Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
532,5,0.6722,6.722,3170.0,0.0021100000000000003,0.996692,CWC25 NSRP1 PPIL1 SNRNP40 SNRPB2,"RNA splicing|mRNA processing|mRNA metabolic process|RNA processing|mRNA splicing, via spliceosome",3.125e-09|7.388e-09|4.436e-08|1.836e-07|2.36e-07,4.929e-05|5.827e-05|0.0002333|0.0007241|0.0007444,50.6|42.55|29.68|22.31|54.56
533,4,0.6954,4.172,2943.0,0.0014119999999999998,0.9929309999999999,C1orf43 KIAA0100 KIAA1109 VAPA,positive regulation by host of viral release from host cell|modulation by host of viral release from host cell|phagocytosis|positive regulation by host of viral genome replication|negative regulation by host of viral genome replication,0.001165|0.001165|0.001485|0.001747|0.001747,1|1|1|1|1,1030|1030|31.59|643.6|643.6
534,12,0.5851,38.61,9691.0,0.003959000000000001,0.999986,C1orf50 CCDC30 CFAP57 ERMAP EXO5 FAM183A MFSD2A PPT1 ZFP69 ZFP69B ZNF684 ZNF691,lysophospholipid translocation|regulation of phosphatidylserine metabolic process|regulation of phosphatidylethanolamine metabolic process|lysophospholipid transport|photoreceptor cell morphogenesis,0.001164|0.001164|0.001164|0.001746|0.002909,1|1|1|1|1,1716|1716|1716|858.1|429.1
535,4,0.6293,3.7760000000000002,3227.0,0.001166,0.9929309999999999,C1QB C1orf52 CELA3A GJB4,gap junction-mediated intercellular transport|intercellular transport|olfactory behavior|synapse pruning|cell junction disassembly,0.001359|0.001553|0.001941|0.002328|0.002522,1|1|1|1|1,858.1|735.5|572.1|468.1|429.1
536,4,0.6247,3.748,3339.0,0.001119,0.9929309999999999,C1orf87 MYF5 PAX7 SEMA4C,muscle structure development|muscle cell differentiation|muscle organ development|positive regulation of skeletal muscle fiber development|regulation of skeletal muscle fiber development,4.438e-05|0.000779|0.0011|0.001941|0.002716,0.7|1|1|1|1,33.58|43.82|36.78|572.1|396.1
537,13,0.612,47.74,10670.0,0.004444,0.999993,CNBD2 CPNE1 FAM209A FAM209B FAM83C GGT7 GHRH HCK MAP1LC3A MYH7B MYLK2 WFDC11 WISP2,"positive regulation of circadian sleep/wake cycle, REM sleep|leukocyte migration involved in immune response|respiratory burst after phagocytosis|regulation of muscle filament sliding|regulation of circadian sleep/wake cycle, REM sleep",0.001261|0.001891|0.002521|0.00315|0.00315,1|1|1|1|1,1584|792.1|528.1|396.1|396.1
538,14,0.5759,52.41,11310.0,0.0046,0.9999969999999999,AVP C20orf202 HSPA12B LZTS3 OXT PLCB4 PRND RSPO4 SIRPA SIRPB1 SIRPG SPEF1 TGM3 ZNF343,maternal aggressive behavior|positive regulation of phagocytosis|aggressive behavior|female mating behavior|hyperosmotic salinity response,4.28e-06|1.165e-05|1.539e-05|1.922e-05|1.922e-05,0.06752|0.0919|0.08089|0.07581|0.06065,980.7|68.96|420.3|367.8|367.8
539,4,0.6138,3.6830000000000003,3404.0,0.001078,0.9929309999999999,ANKRD55 C20orf85 DDX4 SPATA18,mitophagy by induced vacuole formation|piRNA biosynthetic process|mitochondrial protein catabolic process|piRNA metabolic process|DNA methylation involved in gamete generation,0.0003883|0.001165|0.001165|0.003685|0.004072,1|1|1|1|1,5149|1030|1030|286|257.4
540,10,0.6235,28.06,6836.0,0.004076,0.999933,C21orf2 CCP110 CEP44 CEP97 CFAP97 CNTROB KATNB1 KIF2A NEK1 PCM1,organelle assembly|microtubule cytoskeleton organization|centrosome cycle|microtubule organizing center organization|centriole replication,3.925e-09|3.49e-08|4.61e-08|7.569e-08|1.491e-07,6.192e-05|0.0002752|0.0002424|0.0002985|0.0004703,20.51|24.26|104|91.53|298.5
541,4,0.6193,3.716,3280.0,0.001129,0.9929309999999999,AVP C21orf58 ITPRIP TMEM74B,negative regulation of apoptotic signaling pathway|maternal aggressive behavior|penile erection|negative regulation of female receptivity|positive regulation of cellular pH reduction,0.0007275|0.0007766|0.0007766|0.0009706|0.001165,1|1|1|1|1,45.36|1716|1716|1287|1030
542,6,0.6461,9.692,4828.0,0.001998,0.998474,C22orf46 CSDC2 MEI1 PNPLA5 SEPT3 SULT4A1,sulfation|purine ribonucleoside bisphosphate metabolic process|3'-phosphoadenosine 5'-phosphosulfate metabolic process|triglyceride catabolic process|acylglycerol catabolic process,0.00726|0.00755|0.00755|0.008128|0.01102,1|1|1|1|1,143|137.3|137.3|127.1|92.77
543,5,0.6515,6.515,3654.0,0.001775,0.996692,C2CD5 CDK5 FIBP PTP4A1 TMEM94,positive regulation of protein targeting to membrane|regulation of protein targeting to membrane|regulation of protein targeting|positive regulation of protein localization to membrane|positive regulation of glial cell apoptotic process,2.481e-05|3.48e-05|0.0001669|0.0004024|0.000728,0.3914|0.2745|0.8776|1|1,265.7|222.6|99.25|63.37|2060
544,4,0.6142,3.685,3300.0,0.001113,0.9929309999999999,ACOX2 C1QL2 C2orf16 HEPACAM,positive regulation of response to oxidative stress|fatty acid beta-oxidation using acyl-CoA oxidase|bile acid biosynthetic process|very long-chain fatty acid metabolic process|bile acid metabolic process,0.001553|0.003104|0.005813|0.006973|0.008131,1|1|1|1|1,735.5|343.2|177.5|147.1|125.6
545,8,0.6003,16.81,5239.0,0.003188,0.9996790000000001,ADAT2 DOLK FAM98B PYROXD1 RTCB RTRAF TRMT6 TRMT61A,"tRNA processing|tRNA metabolic process|ncRNA processing|ncRNA metabolic process|tRNA splicing, via endonucleolytic cleavage and ligation",2.241e-12|1.423e-11|2.41e-09|6.975e-09|3.127e-08,3.536e-08|1.122e-07|1.267e-05|2.75e-05|9.865e-05,117|85.34|35.76|29.88|514.9
546,5,0.6051,6.051,4110.0,0.001466,0.996692,C2orf68 SFTPB THNSL2 TRABD2A WBP1,2-oxobutyrate biosynthetic process|positive regulation of protein oxidation|regulation of protein oxidation|2-oxobutyrate metabolic process|short-chain fatty acid biosynthetic process,0.0004854|0.000728|0.000728|0.000728|0.001213,1|1|1|1|1,4119|2060|2060|2060|1030
547,5,0.6208,6.207999999999999,3473.0,0.001779,0.996692,C2orf69 EIF2AK4 GLUL QARS SLC1A5,cellular amino acid metabolic process|tRNA aminoacylation for protein translation|tRNA aminoacylation|amino acid activation|L-glutamine import across plasma membrane,4.923e-05|7.927e-05|8.956e-05|9.313e-05|0.0005824,0.7766|0.6252|0.4709|0.3673|1,36.91|149.2|140.1|137.3|3432
548,4,0.604,3.6239999999999997,3131.0,0.001153,0.9929309999999999,C2orf78 GNAT1 HYAL1 ZNF502,cellular response to light stimulus|cellular response to radiation|positive regulation of hyaluranon cable assembly|regulation of hyaluranon cable assembly|positive regulation by host of viral release from host cell,0.0002004|0.0004454|0.0007766|0.0007766|0.001165,1|1|1|1|1,87.27|58.18|1716|1716|1030
549,6,0.6632,9.947000000000001,3972.0,0.002491,0.998474,DDX47 GAPDH NOP2 PHB2 USP5 WBP11,rRNA processing|rRNA metabolic process|ribosome biogenesis|ncRNA processing|ribonucleoprotein complex biogenesis,3.999e-05|4.47e-05|8.219e-05|0.0001783|0.0002214,0.6308|0.3525|0.4322|0.7033|0.6984,39.61|38.14|31.02|23.84|22.15
550,4,0.6513,3.908,3482.0,0.001118,0.9929309999999999,ATP2B2 C2orf91 CNPY1 GRIK1,regulation of cardiac conduction|negative regulation of citrulline biosynthetic process|regulation of citrulline biosynthetic process|negative regulation of cellular amine catabolic process|regulation of cellular amine catabolic process,7.749e-05|0.0004854|0.0004854|0.0004854|0.0004854,1|1|1|1|1,147.1|4119|4119|4119|4119
551,4,0.6148,3.6889999999999996,3255.0,0.001129,0.9929309999999999,ABHD16B AHSA1 C3orf30 LCN15,phosphatidylserine catabolic process|monoacylglycerol catabolic process|macromolecule depalmitoylation|monoacylglycerol metabolic process|glycerophospholipid catabolic process,0.0009706|0.001553|0.00291|0.00291|0.005813,1|1|1|1|1,1287|735.5|367.8|367.8|177.5
552,4,0.6022,3.613,3301.0,0.001091,0.9929309999999999,C3orf33 COL6A6 NOL3 SVBP,response to injury involved in regulation of muscle adaptation|inhibition of cysteine-type endopeptidase activity involved in apoptotic process|negative regulation of muscle atrophy|negative regulation of mitochondrial membrane permeability involved in apoptotic process|regulation of muscle atrophy,0.0003883|0.0005825|0.0005825|0.0009706|0.0009706,1|1|1|1|1,5149|2574|2574|1287|1287
553,16,0.6029,72.35,12190.0,0.005884,0.999999,COL6A2 KRTAP10-11 KRTAP10-3 KRTAP10-5 KRTAP10-8 KRTAP10-9 KRTAP12-1 KRTAP12-3 KRTAP12-4 KRTAP13-1 KRTAP13-2 KRTAP19-1 KRTAP19-3 KRTAP19-6 KRTAP19-7 KRTAP19-8,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,1.065e-28|1.266e-27|1.4e-26|2.341e-25|8.166e-25,1.68e-24|9.983e-24|7.362e-23|9.233e-22|2.576e-21,85.43|72.04|61.1|50.41|46.3
554,4,0.6413,3.8480000000000003,3397.0,0.001129,0.9929309999999999,C3orf80 DGLUCY GHSR PRR23C,negative regulation of locomotion involved in locomotory behavior|positive regulation of small intestinal transit|regulation of small intestinal transit|ghrelin secretion|regulation of hindgut contraction,0.0005825|0.0005825|0.0005825|0.0005825|0.0005825,1|1|1|1|1,2574|2574|2574|2574|2574
555,5,0.6054,6.053999999999999,4113.0,0.001466,0.996692,C4orf3 HERC3 MYOZ2 UGT2B4 USP53,skeletal muscle fiber adaptation|skeletal muscle adaptation|negative regulation of calcineurin-NFAT signaling cascade|negative regulation of calcineurin-mediated signaling|cellular glucuronidation,0.001213|0.003394|0.003878|0.003878|0.004845,1|1|1|1|1,1030|316.8|274.6|274.6|216.8
556,5,0.6051,6.051,3767.0,0.001599,0.996692,C4orf46 CNN2 DUX4 TBC1D3B UQCRH,"mitochondrial electron transport, ubiquinol to cytochrome c|negative regulation of phagocytosis|negative regulation of G0 to G1 transition|regulation of G0 to G1 transition|interleukin-12-mediated signaling pathway",0.003636|0.005812|0.009672|0.01088|0.01136,1|1|1|1|1,294.2|179.1|105.6|93.61|89.54
557,4,0.6405,3.843,3235.0,0.001184,0.9929309999999999,C5 GNLY STON1 TLX2,"negative regulation of macrophage chemotaxis|negative regulation of macrophage migration|negative regulation of dendrite morphogenesis|humoral immune response|complement activation, alternative pathway",0.001359|0.001941|0.001941|0.002071|0.003104,1|1|1|1|1,858.1|572.1|572.1|26.68|343.2
558,4,0.638,3.8280000000000003,3490.0,0.001093,0.9929309999999999,C5orf30 DGAT2 KIAA1217 PROKR1,cellular response to oleic acid|fat pad development|response to oleic acid|monoacylglycerol biosynthetic process|cellular triglyceride homeostasis,0.0007766|0.001165|0.001359|0.001553|0.001553,1|1|1|1|1,1716|1030|858.1|735.5|735.5
559,12,0.5408,35.7,8085.0,0.004382,0.999986,FLII GNA13 LRRFIP2 LUZP1 MYH9 MYL12A MYL12B MYL6 ROCK1 ROCK2 SIAH1 TMOD3,muscle contraction|actomyosin structure organization|muscle system process|actin filament-based process|regulation of angiotensin-activated signaling pathway,2.548e-09|2.903e-09|7.032e-09|4.917e-07|1.864e-06,4.02e-05|2.289e-05|3.698e-05|0.001939|0.00588,42.38|82.51|35.63|17.22|1716
560,8,0.6113,17.12,6362.0,0.002676,0.9996790000000001,ADAMTS12 C1QTNF3 C5orf51 CDH6 FBXO4 PLCXD3 UGT3A1 UGT3A2,negative regulation of cellular response to hepatocyte growth factor stimulus|negative regulation of hepatocyte growth factor receptor signaling pathway|cellular response to hydroxyisoflavone|cellular response to genistein|cellular response to phenylpropanoid,0.0007765|0.0007765|0.0007765|0.0007765|0.0007765,1|1|1|1|1,2574|2574|2574|2574|2574
561,4,0.608,3.648,3376.0,0.001077,0.9929309999999999,C5orf52 DCDC1 FZD3 OR10G7,positive regulation of neural precursor cell proliferation|neural precursor cell proliferation|canonical Wnt signaling pathway|regulation of neural precursor cell proliferation|non-canonical Wnt signaling pathway,6.711e-05|0.0001131|0.0001709|0.000183|0.0004334,1|0.8918|0.8984|0.7217|1,158.4|121.1|98.07|94.69|61.02
562,7,0.6122,12.86,5444.0,0.00235,0.9992989999999999,ATAT1 C6orf106 C6orf48 CLIC1 EGFL8 MSH5 TNXB,alpha-tubulin acetylation|meiotic mismatch repair|positive regulation of NLRP3 inflammasome complex assembly|elastic fiber assembly|dentate gyrus development,0.000728|0.001456|0.002425|0.00291|0.003636,1|1|1|1|1,2060|823.8|457.7|374.5|294.2
563,4,0.631,3.786,3240.0,0.001164,0.9929309999999999,C6orf201 CLEC2A FAM217A RAB3B,positive regulation of catecholamine uptake involved in synaptic transmission|positive regulation of dopamine uptake involved in synaptic transmission|positive regulation of neurotransmitter uptake|regulation of catecholamine uptake involved in synaptic transmission|regulation of dopamine uptake involved in synaptic transmission,0.0007766|0.0007766|0.001165|0.001747|0.001747,1|1|1|1|1,1716|1716|1030|643.6|643.6
564,8,0.6087,17.04,6292.0,0.002695,0.9996790000000001,C6orf203 ENPP1 ENPP3 TAAR2 TAAR6 TAAR8 ULBP3 VNN2,nucleoside triphosphate catabolic process|water-soluble vitamin metabolic process|nucleoside phosphate catabolic process|nucleoside triphosphate metabolic process|negative regulation of hh target transcription factor activity,1.579e-05|0.0004635|0.0004635|0.0005545|0.0007765,0.2491|1|1|1|1,367.8|62.03|62.03|56.58|2574
565,7,0.6014,12.63,5443.0,0.002309,0.9992989999999999,C6orf222 C6orf48 HLA-DMB MSH5 TAP1 TAP2 TNXB,antigen processing and presentation of endogenous peptide antigen via MHC class I|antigen processing and presentation of endogenous peptide antigen|antigen processing and presentation of endogenous antigen|antigen processing and presentation of peptide antigen|antigen processing and presentation,2.731e-08|3.689e-08|8.743e-08|2.775e-07|4.895e-07,0.0004308|0.0002909|0.0004597|0.001094|0.001544,519.2|464.5|339.5|60.98|52.77
566,4,0.6355,3.813,3148.0,0.001207,0.9929309999999999,ARL6IP1 C6orf47 RETREG3 SCGB3A2,positive regulation of L-glutamate import across plasma membrane|endoplasmic reticulum tubular network formation|endoplasmic reticulum tubular network membrane organization|regulation of L-glutamate import across plasma membrane|regulation of endoplasmic reticulum tubular network organization,0.0007766|0.0009706|0.0009706|0.001359|0.001359,1|1|1|1|1,1716|1287|1287|858.1|858.1
567,5,0.6125,6.125,4008.0,0.0015220000000000001,0.996692,ATG2B C7orf25 GTPBP1 GTPBP2 WDR12,translational elongation|late nucleophagy|lysosomal microautophagy|piecemeal microautophagy of the nucleus|reticulophagy,0.0003725|0.001456|0.001456|0.001456|0.003152,1|1|1|1|1,65.9|823.8|823.8|823.8|343.3
568,6,0.6378,9.568,3580.0,0.002656,0.998474,C7orf26 INTS10 INTS13 INTS14 INTS5 SNRPB2,snRNA transcription by RNA polymerase II|snRNA transcription|ncRNA transcription|snRNA processing|snRNA metabolic process,2.288e-09|2.417e-09|7.169e-09|1.25e-07|2.677e-07,3.609e-05|1.906e-05|3.77e-05|0.0004928|0.0008445,196.1|193.4|146.1|286|219.1
569,7,0.6441,13.53,5113.0,0.0026309999999999997,0.9992989999999999,C7orf50 CNIH4 FOXD4 GJA3 NBEAL1 POGZ TSPYL5,gap junction-mediated intercellular transport|intercellular transport|protein-DNA complex assembly|protein-DNA complex subunit organization|kinetochore assembly,0.002376|0.002715|0.0031|0.004119|0.005086,1|1|1|1|1,490.4|420.3|23.17|20.01|210.2
570,10,0.6051,27.23,7564.0,0.003578,0.999933,ACR ANHX C8orf33 CHAMP1 MZF1 PARD6G PGBD2 RABL2B SLC27A5 ZNF672,acrosome matrix dispersal|sister chromatid biorientation|triglyceride mobilization|long-chain fatty acid import across plasma membrane|penetration of zona pellucida,0.0009704|0.00194|0.002424|0.002424|0.004844,1|1|1|1|1,2060|686.5|514.9|514.9|228.8
571,7,0.6004,12.61,5933.0,0.002116,0.9992989999999999,C8orf44 CNGB3 DSTN MTFR1 SGK3 TRIM55 UBE2W,actin filament fragmentation|diapedesis|actin filament depolymerization|positive regulation of actin filament depolymerization|actin filament severing,0.001698|0.002715|0.004409|0.004748|0.005425,1|1|1|1|1,735.5|420.3|245.2|226.3|196.1
572,5,0.6012,6.0120000000000005,4271.0,0.001403,0.996692,C8orf48 DCUN1D2 F10 F7 ZIC5,"negative regulation of blood coagulation, extrinsic pathway|regulation of blood coagulation, extrinsic pathway|blood coagulation, extrinsic pathway|negative regulation of protein activation cascade|regulation of protein activation cascade",1.06e-06|1.06e-06|1.06e-06|4.66e-06|5.506e-06,0.01672|0.008359|0.005573|0.01838|0.01737,1716|1716|1716|686.5|624.1
573,4,0.667,4.002,2808.0,0.001419,0.9929309999999999,C8orf59 FAM207A NUP50 ZNF277,ribosome biogenesis|ribonucleoprotein complex biogenesis|regulation of cellular response to stress|tRNA-containing ribonucleoprotein complex export from nucleus|tRNA export from nucleus,0.001539|0.002986|0.006373|0.00678|0.00678,1|1|1|1|1,31.02|22.15|15.03|151.4|151.4
574,4,0.6236,3.742,3118.0,0.001196,0.9929309999999999,C9 IPP ISOC1 PLLP,"complement activation, alternative pathway|inositol phosphate dephosphorylation|inositol phosphate catabolic process|phosphorylated carbohydrate dephosphorylation|polyol catabolic process",0.003878|0.004362|0.004845|0.004845|0.00702,1|1|1|1|1,274.6|242.3|216.8|216.8|147.1
575,4,0.6036,3.622,3414.0,0.001057,0.9929309999999999,C9orf135 CXCL8 ENTPD6 SPINT3,negative regulation of cell adhesion molecule production|regulation of entry of bacterium into host cell|regulation of cell adhesion molecule production|nucleoside diphosphate catabolic process|PERK-mediated unfolded protein response,0.001165|0.001553|0.002134|0.002522|0.002716,1|1|1|1|1,1030|735.5|514.9|429.1|396.1
576,4,0.6103,3.662,3481.0,0.001048,0.9929309999999999,C9orf50 DOK2 SMIM18 TEX15,negative regulation of transposition|regulation of transposition|male meiotic nuclear division|regulation of double-strand break repair via homologous recombination|homologous chromosome pairing at meiosis,0.005233|0.005233|0.009096|0.009289|0.01006,1|1|1|1|1,198|198|111.9|109.5|101
577,7,0.6051,12.71,5464.0,0.002314,0.9992989999999999,C9orf3 C9orf84 FBP1 FBP2 GOLGA2 PALM2 TXNDC8,"sucrose biosynthetic process|sucrose metabolic process|disaccharide biosynthetic process|fructose 1,6-bisphosphate metabolic process|disaccharide metabolic process",5.936e-07|9.891e-07|2.076e-06|5.435e-06|7.705e-06,0.009363|0.007801|0.01092|0.02143|0.02431,2942|1961|1177|653.8|534.9
578,9,0.6042,21.75,7570.0,0.002858,0.9998530000000001,CA1 CA13 CA2 CA3 CNGB3 CYP7A1 FABP4 MCMDC2 PMP2,one-carbon metabolic process|bicarbonate transport|organic anion transport|ion transport|organic substance transport,2.056e-09|2.717e-09|1.525e-07|2.93e-05|8.726e-05,3.243e-05|2.143e-05|0.0008018|0.1155|0.2753,234.7|217.9|33.65|5.56|6.327
579,10,0.6185,27.83,8227.0,0.003363,0.999933,C5AR1 C5AR2 CA11 CRX EML2 FLT3LG FUT1 FUT2 SULT2A1 SULT2B1,complement component C5a signaling pathway|regulation of cell population proliferation|fucose catabolic process|L-fucose catabolic process|L-fucose metabolic process,1.554e-06|5.094e-06|1.421e-05|1.421e-05|1.421e-05,0.02451|0.04018|0.07473|0.05604|0.04484,1872|7.991|416.1|416.1|416.1
580,9,0.6082,21.89,7409.0,0.002939,0.9998530000000001,CA8 CEBPD CYP7A1 MOS NPBWR1 NSMAF PPDPFL SGK3 SPIDR,positive regulation of lipid biosynthetic process|cellular response to alcohol|cellular response to stimulus|establishment of meiotic spindle orientation|signal transduction,0.0006224|0.0006367|0.0008713|0.0008734|0.001329,1|1|1|1|1,53.84|53.22|2.704|2288|3.118
581,8,0.6109,17.1,5681.0,0.002993,0.9996790000000001,ALG9 DPM1 DPM3 GANAB MOGS PRKCSH SLC35B4 UGGT1,glycoprotein metabolic process|protein N-linked glycosylation|carbohydrate derivative metabolic process|protein glycosylation|macromolecule glycosylation,5.313e-12|4.314e-11|5.215e-09|1.293e-08|1.293e-08,8.381e-08|3.403e-07|2.742e-05|5.1e-05|4.08e-05,48.44|171.6|17.91|53.19|53.19
582,4,0.6004,3.602,3439.0,0.001044,0.9929309999999999,CABP1 PRPH2 PTCH1 ZNF512,response to chlorate|neural plate axis specification|visual perception|sensory perception of light stimulus|epidermal cell fate specification,0.0005825|0.0005825|0.0006596|0.0006839|0.0007766,1|1|1|1|1,2574|2574|47.67|46.81|1716
583,10,0.6028,27.12,7511.0,0.003589,0.999933,BBS1 CABP2 CABP4 FOLR2 KRTAP5-9 MRGPRD MRGPRF P2RY6 POLD4 TBX10,visual perception|sensory perception of light stimulus|cellular response to pyrimidine ribonucleotide|response to pyrimidine ribonucleotide|cellular response to folic acid,0.0001835|0.0001935|0.001067|0.001067|0.001601,1|1|1|1|1,26|25.53|1872|1872|936.1
584,4,0.6726,4.035,3367.0,0.001194,0.9929309999999999,ARRDC1 CACFD1 PGK2 UCK1,CTP salvage|pyrimidine ribonucleotide salvage|pyrimidine nucleotide salvage|UMP salvage|ribonucleotide metabolic process,0.0007766|0.001165|0.001165|0.001165|0.001539,1|1|1|1|1,1716|1030|1030|1030|31.02
585,4,0.6005,3.603,3330.0,0.001078,0.9929309999999999,ACO1 CACNA1G HUS1B KRT32,response to nickel cation|meiotic DNA integrity checkpoint|response to iron(II) ion|citrate metabolic process|membrane depolarization during SA node cell action potential,0.0003883|0.0005825|0.001165|0.001165|0.001165,1|1|1|1|1,5149|2574|1030|1030|1030
586,11,0.6218,34.2,8856.0,0.0038380000000000003,0.999969,CACNG1 CACNG4 CACNG5 EPX LPO MKS1 MPO NME1 OR4D1 OR4D2 SEPT4,"hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|neurotransmitter receptor transport, postsynaptic endosome to lysosome|neurotransmitter receptor diffusion trapping|postsynaptic neurotransmitter receptor diffusion trapping",5.566e-07|1.481e-06|9.308e-06|1.421e-05|1.421e-05,0.00878|0.01168|0.04894|0.05604|0.04484,193.7|137|534.9|416.1|416.1
587,4,0.6736,4.041,3324.0,0.0012109999999999998,0.9929309999999999,CACNG6 FPR2 OTP PKDREJ,calcium ion transmembrane transport|calcium ion transport|metal ion transport|inorganic cation transmembrane transport|cardiac conduction,7.986e-06|1.673e-05|3.871e-05|0.0002075|0.0002174,0.126|0.132|0.2035|0.8181|0.6859,65.04|50.64|38.14|21.6|86.72
588,10,0.6462,29.08,6874.0,0.0042,0.999933,ATP5F1C CDC123 GTPBP4 KIN MCM10 PDSS1 PRPF18 RBM17 RPP38 UPF2,nucleobase-containing compound metabolic process|heterocycle metabolic process|cellular aromatic compound metabolic process|organic cyclic compound metabolic process|nucleic acid metabolic process,3.271e-06|5.435e-06|6.102e-06|1.119e-05|1.58e-05,0.0516|0.04286|0.03208|0.04412|0.04983,6.06|5.674|5.589|5.165|6.459
589,4,0.6017,3.61,3381.0,0.001064,0.9929309999999999,ACSF2 CACUL1 FMNL1 SOST,cellular response to parathyroid hormone stimulus|response to parathyroid hormone|actin filament severing|cortical actin cytoskeleton organization|negative regulation of ossification,0.001941|0.002716|0.003104|0.007552|0.007552,1|1|1|1|1,572.1|396.1|343.2|135.5|135.5
590,7,0.6091,12.79,5739.0,0.002219,0.9992989999999999,BSND C1orf123 CADM4 CYP4X1 FAAH PCSK9 RAB3B,acylglycerol metabolic process|neutral lipid metabolic process|negative regulation of low-density lipoprotein particle receptor binding|sebaceous gland cell differentiation|glucosylceramide biosynthetic process,0.0005517|0.000562|0.0006794|0.001019|0.001019,1|1|1|1|1,56.04|55.51|2942|1471|1471
591,12,0.6082,40.14,9108.0,0.004376,0.999986,ANO1 CCDC36 CTTN FGF19 FGF4 FOLR2 GSTP1 MRGPRD MRGPRF MYEOV P2RY6 POLD4,cellular response to endogenous stimulus|regulation of ERK1 and ERK2 cascade|response to endogenous stimulus|positive regulation of ERK1 and ERK2 cascade|cellular response to organonitrogen compound,1.092e-05|1.255e-05|3.65e-05|0.0001576|0.0001932,0.1722|0.09897|0.1919|0.6214|0.6095,9.802|25.74|7.933|27.4|12.67
592,19,0.6037,103.2,14610.0,0.006998999999999999,1.0,AGR3 CALM1 EGR3 FKBP9 GHRHR LANCL2 NIPSNAP2 NUPR2 PHKG1 POM121L12 PSPH RNASET2 SEPT14 SLC29A4 SUMF2 VWC2 ZNF479 ZNF713 ZNF716,negative regulation of ryanodine-sensitive calcium-release channel activity|regulation of calcium ion transmembrane transporter activity|negative regulation of release of sequestered calcium ion into cytosol|regulation of high voltage-gated calcium channel activity|positive regulation of sequestering of calcium ion,6.93e-05|8.693e-05|9.318e-05|0.0001064|0.0001206,1|0.6856|0.49|0.4197|0.3803,187.2|35.51|158.4|147.1|137.3
593,5,0.6244,6.244,3270.0,0.0019,0.996692,ASPM CALM2 DYNLRB1 NDE1 PAFAH1B1,spindle localization|G2/M transition of mitotic cell cycle|cell cycle G2/M phase transition|regulation of microtubule motor activity|transport along microtubule,2.11e-07|3.242e-06|3.381e-06|3.672e-06|4.461e-06,0.003328|0.02557|0.01778|0.01448|0.01407,224.7|88.26|87.02|748.9|79.21
594,6,0.6467,9.7,4920.0,0.001963,0.998474,CALML4 GOLGA6B PLEKHO2 SCAMP2 SCAMP5 SLC24A1,macrophage apoptotic process|myeloid cell apoptotic process|inflammatory cell apoptotic process|response to light intensity|calcium ion import across plasma membrane,0.001165|0.002037|0.002328|0.00349|0.004942,1|1|1|1|1,1144|572.1|490.4|312|214.5
595,12,0.6076,40.1,9510.0,0.004188,0.999986,CCM2L CPNE1 DEFB115 DEFB116 DUSP15 FOXS1 HCK MYH7B MYLK2 NOL4L TM9SF4 XKR7,phagocytosis|leukocyte migration involved in immune response|respiratory burst after phagocytosis|regulation of muscle filament sliding|skeletal muscle satellite cell differentiation,0.0007972|0.001746|0.002327|0.002909|0.002909,1|1|1|1|1,15.79|858.1|572.1|429.1|429.1
596,8,0.6083,17.03,5873.0,0.002884,0.9996790000000001,CALU EDEM3 SAR1A SEC23IP SLC39A9 SURF4 TM9SF3 TMED7,"Golgi vesicle transport|Golgi organization|endoplasmic reticulum to Golgi vesicle-mediated transport|COPII-coated vesicle budding|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",9.211e-06|1.607e-05|4.796e-05|0.0003327|0.0004855,0.1453|0.1267|0.2522|1|1,26|57.21|39.4|73.55|60.57
597,5,0.6014,6.013999999999999,4202.0,0.001426,0.996692,ABCA9 CALY OR10Z1 PEBP4 TSN,positive regulation of retrograde axon cargo transport|regulation of retrograde axon cargo transport|positive regulation of clathrin coat assembly|regulation of clathrin coat assembly|postsynaptic endocytosis,0.0004854|0.0004854|0.000728|0.000728|0.002425,1|1|1|1|1,4119|4119|2060|2060|457.7
598,4,0.6538,3.923,3422.0,0.001142,0.9929309999999999,ATP2B2 CAMK1G CCR2 TOPAZ1,regulation of cytosolic calcium ion concentration|regulation of cardiac conduction|cellular calcium ion homeostasis|calcium ion homeostasis|cellular divalent inorganic cation homeostasis,3.801e-05|7.749e-05|8.754e-05|9.565e-05|0.0001105,0.5995|0.6111|0.4603|0.3772|0.3485,38.38|147.1|28.94|28.08|26.75
599,4,0.621,3.7260000000000004,3390.0,0.0010949999999999998,0.9929309999999999,CAMK2B FAM114A2 MEGF9 TSPAN19,regulation of synapse structural plasticity|positive regulation of synapse maturation|regulation of skeletal muscle adaptation|regulation of synapse maturation|positive regulation of dendritic spine morphogenesis,0.001941|0.001941|0.002716|0.00291|0.003878,1|1|1|1|1,572.1|572.1|396.1|367.8|271
600,4,0.6261,3.7569999999999997,3431.0,0.001091,0.9929309999999999,CAMK2G FHOD3 MCCC2 PRR14,cortical actin cytoskeleton organization|cortical cytoskeleton organization|leucine catabolic process|leucine metabolic process|biotin metabolic process,3.663e-05|8.295e-05|0.001698|0.002183|0.002425,0.5778|0.6543|1|1|1,216.8|142|686.5|514.9|457.7
