Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1246,4,0.5602,3.361,3152.0,0.001062,0.9929309999999999,C20orf96 CBR4 CDKL2 KLRG1,doxorubicin metabolic process|daunorubicin metabolic process|polyketide metabolic process|aminoglycoside antibiotic metabolic process|tertiary alcohol metabolic process,0.001941|0.001941|0.001941|0.002134|0.002716,1|1|1|1|1,572.1|572.1|572.1|514.9|396.1
1247,5,0.5025,5.025,3726.0,0.001343,0.996692,CDKL4 GNA13 ROCK1 S1PR2 SLC1A4,regulation of establishment of endothelial barrier|regulation of endothelial cell development|regulation of endothelial cell differentiation|Rho protein signal transduction|adenylate cyclase-activating G protein-coupled receptor signaling pathway,8.046e-06|8.046e-06|3.302e-05|9.15e-05|0.0004271,0.1269|0.06346|0.1736|0.3608|1,484.6|484.6|228.8|135|61.48
1248,19,0.5071,86.71,13830.0,0.006215,1.0,ACCSL CAT CHRM4 COMMD9 EHF ELF5 KCNC1 MRGPRX3 MYBPC3 OR4A47 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4X1 PAMR1 SLC1A2 TP53I11,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,1.951e-07|2.899e-07|3.727e-07|5.99e-07|7.684e-07,0.003078|0.002287|0.00196|0.002362|0.002424,15.57|14.67|14.13|13.15|12.67
1249,4,0.5732,3.4389999999999996,3294.0,0.0010400000000000001,0.9929309999999999,CDNF DSG4 FAM169A TMEM168,dopaminergic neuron differentiation|hair follicle development|skin epidermis development|hair cycle process|molting cycle process,0.0062|0.01449|0.01525|0.01525|0.01525,1|1|1|1|1,166.1|69.58|66.01|66.01|66.01
1250,4,0.5763,3.458,3175.0,0.001085,0.9929309999999999,CDON LRRC8E ORMDL1 USP2,skeletal muscle satellite cell differentiation|muscle organ development|cellular sphingolipid homeostasis|negative regulation of ceramide biosynthetic process|embryonic body morphogenesis,0.0009706|0.0011|0.001165|0.001165|0.001359,1|1|1|1|1,1287|36.78|1030|1030|858.1
1251,17,0.4718,64.17,10860.0,0.005853,1.0,CKAP5 CLTC DHX9 GAK GTSE1 HAUS1 HAUS2 HAUS3 HAUS4 HAUS5 HAUS6 HAUS8 KIF15 KIF18A TACC3 TUBGCP4 TUBGCP5,spindle organization|mitotic cell cycle|mitotic prometaphase|cell cycle|microtubule-based process,2.374e-20|4.81e-20|1.725e-19|3.229e-18|1.291e-17,3.745e-16|3.793e-16|9.068e-16|1.273e-14|4.073e-14,64.61|23.88|79.8|13.94|21.12
1252,5,0.5068,5.0680000000000005,4237.0,0.001192,0.996692,CDR2 FKBP5 NANOS1 POPDC3 RASGRF1,"cerebellar neuron development|positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|regulation of Rac protein signal transduction|long-term memory",0.0009706|0.00412|0.004604|0.005087|0.008467,1|1|1|1|1,1373|257.4|228.8|205.9|121.1
1253,12,0.5126,33.83,8233.0,0.004079999999999999,0.999986,CRNKL1 DDRGK1 ESF1 FASTKD5 GINS1 MRPS26 NAA20 NOP56 SIVA1 TRMT6 VPS16 XRN2,gene expression|RNA processing|nucleic acid metabolic process|ncRNA processing|ribonucleoprotein complex biogenesis,5.441e-06|6.041e-06|8.547e-05|8.551e-05|0.0001134,0.08582|0.04765|0.4494|0.3372|0.3578,6.281|11.16|5.383|15.89|14.76
1254,4,0.519,3.114,3119.0,0.0009949,0.9929309999999999,ARMC2 CDSN LTN1 NEMF,ribosome-associated ubiquitin-dependent protein catabolic process|rescue of stalled ribosome|translational elongation|negative regulation of cornification|regulation of cornification,1.697e-07|4.241e-07|0.0002245|0.0003883|0.0003883,0.002676|0.003345|1|1|1,5149|2574|82.38|5149|5149
1255,4,0.5342,3.205,3274.0,0.0009756,0.9929309999999999,CDX1 GJA5 LRRC3B PDE1A,regulation of Purkinje myocyte action potential|vasomotion|Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling|bundle of His cell to Purkinje myocyte communication by electrical coupling|atrial cardiac muscle cell to AV node cell communication by electrical coupling,0.0003883|0.0003883|0.0003883|0.0003883|0.0003883,1|1|1|1|1,5149|5149|5149|5149|5149
1256,4,0.5555,3.333,3145.0,0.001056,0.9929309999999999,CDX2 SRRM4 TPRA1 UNC119B,embryonic cleavage|regulation of somitogenesis|lipoprotein transport|lipoprotein localization|multicellular organism development,0.001359|0.001359|0.002716|0.00291|0.00315,1|1|1|1|1,858.1|858.1|396.1|367.8|4.223
1257,4,0.5297,3.178,3318.0,0.0009548,0.9929309999999999,CEACAM16 FHL3 KNCN SLC31A2,regulation of copper ion transmembrane transport|copper ion transmembrane transport|cellular copper ion homeostasis|copper ion transport|copper ion homeostasis,0.0003883|0.001359|0.00291|0.003297|0.003491,1|1|1|1|1,5149|858.1|367.8|321.8|302.9
1258,6,0.5261,7.892,4386.0,0.001791,0.998474,ADIPOR2 BCL2 CEBPA IRF8 MEF2D ZFP64,positive regulation of nitrogen compound metabolic process|positive regulation of cellular metabolic process|cytokine-mediated signaling pathway|positive regulation of macromolecule metabolic process|positive regulation of metabolic process,1.078e-05|1.519e-05|1.733e-05|2.149e-05|3.483e-05,0.17|0.1198|0.09113|0.08473|0.1099,6.735|6.36|20.13|6.003|5.538
1259,4,0.5049,3.03,2855.0,0.001057,0.9929309999999999,CEBPB CEBPD PARN PDCD2L,ncRNA deadenylation|granuloma formation|box H/ACA RNA 3'-end processing|box H/ACA RNA processing|positive regulation of sodium-dependent phosphate transport,0.0003883|0.0005825|0.0005825|0.0005825|0.0007766,1|1|1|1|1,5149|2574|2574|2574|1716
1260,4,0.5046,3.0269999999999997,3242.0,0.0009307,0.9929309999999999,CELA2A HOXA9 LRRC49 NMNAT3,insulin catabolic process|insulin metabolic process|endothelial cell activation|definitive hemopoiesis|uterus development,0.0007766|0.001165|0.002328|0.003491|0.003878,1|1|1|1|1,1716|1030|468.1|302.9|271
1261,9,0.5315,19.14,6321.0,0.003009,0.9998530000000001,CLNS1A INTS4 NUMA1 POLA2 POLD3 RPS3 SPCS2 THAP12 UVRAG,cell cycle process|positive regulation of microtubule polymerization|cellular nitrogen compound metabolic process|nucleic acid metabolic process|spindle organization,4.047e-05|8.893e-05|8.988e-05|0.0001024|0.0001069,0.6383|0.7014|0.4726|0.4039|0.3374,10.69|147.6|4.702|6.151|30.51
1262,4,0.5875,3.525,3305.0,0.0010630000000000001,0.9929309999999999,CELF2 LTBR TCAIM TSHZ2,myeloid dendritic cell differentiation|myeloid dendritic cell activation|mRNA splice site selection|dendritic cell differentiation|positive regulation of extrinsic apoptotic signaling pathway,0.004266|0.00504|0.006393|0.007166|0.009482,1|1|1|1|1,245.2|205.9|160.9|143|107.3
1263,4,0.5544,3.326,3280.0,0.001011,0.9929309999999999,CELF3 DUSP13 ELFN1 TTYH3,"nuclear body organization|spermatogenesis|male gamete generation|positive regulation of mRNA splicing, via spliceosome|mRNA splice site selection",0.003297|0.00412|0.004404|0.004653|0.006393,1|1|1|1|1,321.8|18.79|18.16|223.9|160.9
1264,7,0.511,10.73,5996.0,0.001782,0.9992989999999999,BPI CELSR1 DLGAP4 GHRH NNAT TLDC2 ZDHHC2,positive regulation of anion transport|positive regulation of peptide hormone secretion|lateral sprouting involved in lung morphogenesis|planar dichotomous subdivision of terminal units involved in lung branching morphogenesis|orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis,0.0004761|0.0005415|0.0006794|0.0006794|0.0006794,1|1|1|1|1,17.58|56.58|2942|2942|2942
1265,5,0.5405,5.405,3991.0,0.001349,0.996692,APC2 C12orf40 CELSR2 PLPPR3 TMEM222,cell-cell signaling by wnt|Wnt signaling pathway|cell surface receptor signaling pathway involved in cell-cell signaling|organophosphate ester transport|positive regulation of very-low-density lipoprotein particle remodeling,0.0002598|0.0002598|0.0004426|0.001146|0.001164,1|1|1|1|1,22.13|22.13|18.43|39.01|1287
1266,4,0.5198,3.1189999999999998,3071.0,0.0010119999999999999,0.9929309999999999,CELSR3 FIGLA HOXC8 RAB5B,plasma membrane to endosome transport|oocyte development|oocyte differentiation|endosome organization|oogenesis,0.001747|0.007359|0.008131|0.01506|0.01525,1|1|1|1|1,643.6|139.2|125.6|66.87|66.01
1267,4,0.5104,3.062,3147.0,0.0009697000000000001,0.9929309999999999,CEMP1 MUC7 SIGLEC5 ZAP70,T cell aggregation|beta selection|lymphocyte aggregation|negative thymic T cell selection|positive thymic T cell selection,0.0005825|0.0005825|0.001165|0.002328|0.002328,1|1|1|1|1,2574|2574|1030|468.1|468.1
1268,4,0.5144,3.0860000000000003,3072.0,0.001001,0.9929309999999999,CEND1 DLX4 DNAJB1 DTX4,cerebellar granular layer maturation|radial glia guided migration of cerebellar granule cell|negative regulation of cerebellar granule cell precursor proliferation|cerebellar cortex maturation|cerebellum maturation,0.0003883|0.0003883|0.0005825|0.0007766|0.0007766,1|1|1|1|1,5149|5149|2574|1716|1716
1269,7,0.5173,10.86,5126.0,0.002109,0.9992989999999999,CENPE GAR1 NAF1 RPL34 SPATA5 SPCS3 TMA16,snoRNA guided rRNA pseudouridine synthesis|rRNA pseudouridine synthesis|pseudouridine synthesis|rRNA processing|rRNA metabolic process,9.891e-07|6.521e-06|1.875e-05|6.931e-05|7.744e-05,0.0156|0.05143|0.09857|0.2733|0.2443,1961|588.4|326.9|33.95|32.69
1270,8,0.5365,15.02,5298.0,0.0028190000000000003,0.9996790000000001,ACTR1A CENPF DCTN6 DYNC1LI1 DYNC1LI2 DYNLRB1 NDE1 PAFAH1B1,mitotic spindle organization|mitotic prometaphase|microtubule cytoskeleton organization involved in mitosis|spindle organization|biological phase,7.978e-12|8.873e-12|1.618e-11|5.116e-11|1.12e-10,1.258e-07|6.998e-08|8.507e-08|2.018e-07|3.534e-07,94.18|92.49|83.49|68.65|60.1
1271,10,0.501,22.54,7931.0,0.002827,0.999933,C9orf3 CKS2 FBP1 FBP2 GNA14 TRPM3 TRPM6 TXNDC8 ZNF484 ZNF510,"sucrose biosynthetic process|sucrose metabolic process|disaccharide biosynthetic process|fructose 1,6-bisphosphate metabolic process|disaccharide metabolic process",1.554e-06|2.588e-06|5.433e-06|1.421e-05|2.014e-05,0.02451|0.02042|0.02856|0.05604|0.06355,1872|1248|748.9|416.1|340.4
1272,4,0.5633,3.38,3178.0,0.00106,0.9929309999999999,CEP128 MYO1F TMEM132D ZGLP1,vesicle transport along actin filament|actin filament-based transport|oocyte development|oocyte differentiation|vesicle cytoskeletal trafficking,0.003878|0.004266|0.007359|0.008131|0.01333,1|1|1|1|1,271|245.2|139.2|125.6|75.72
1273,14,0.5028,45.75,9722.0,0.004671,0.9999969999999999,CNIH4 DUX4 EIF2S1 HSPE1 NBEAL1 NUTF2 OR2A25 POGZ RPL17 RPL37 RPS13 SNU13 ST20 TSPYL5,translational initiation|SRP-dependent cotranslational protein targeting to membrane|cotranslational protein targeting to membrane|protein targeting to ER|establishment of protein localization to endoplasmic reticulum,3.19e-06|4.691e-05|5.434e-05|7.145e-05|7.917e-05,0.05032|0.37|0.2857|0.2817|0.2498,38.41|42.91|40.78|37.11|35.82
1274,4,0.5406,3.2439999999999998,3192.0,0.001013,0.9929309999999999,CEP162 DGCR6 PROK2 SMO,ventral midline determination|mesenchymal to epithelial transition involved in metanephric renal vesicle formation|mesenchymal to epithelial transition involved in renal vesicle formation|positive regulation of hh target transcription factor activity|signal transduction downstream of smoothened,0.0003883|0.0003883|0.0003883|0.0007766|0.0007766,1|1|1|1|1,5149|5149|5149|1716|1716
1275,4,0.5613,3.3680000000000003,3236.0,0.001037,0.9929309999999999,CEP290 FAM171B SLF1 TAS2R42,positive regulation of maintenance of mitotic sister chromatid cohesion|positive regulation of maintenance of sister chromatid cohesion|protein localization to site of double-strand break|regulation of maintenance of mitotic sister chromatid cohesion|regulation of maintenance of sister chromatid cohesion,0.001165|0.001165|0.001165|0.001747|0.001747,1|1|1|1|1,1030|1030|1030|643.6|643.6
1276,17,0.4737,64.42,13690.0,0.004672,1.0,AGO1 C1orf123 C1orf50 CCDC30 CFAP57 CYP4A22 CYP4Z1 ERMAP EXO5 LURAP1 MFSD2A PPT1 ZFP69 ZFP69B ZNF606 ZNF684 ZNF691,lysophospholipid translocation|regulation of phosphatidylserine metabolic process|regulation of phosphatidylethanolamine metabolic process|lysophospholipid transport|lauric acid metabolic process,0.001552|0.001552|0.001552|0.002327|0.002327,1|1|1|1|1,1287|1287|1287|643.6|643.6
1277,19,0.706,120.7,12770.0,0.009335,1.0,CCP110 CENPJ CEP120 CEP135 CEP152 CEP295 CEP44 PCNT PLK4 PPP1R35 RTTN SASS6 SPICE1 STIL TEDC1 TEDC2 TUBD1 TUBE1 WRAP73,centrosome cycle|microtubule organizing center organization|centrosome duplication|microtubule cytoskeleton organization|centriole replication,4.202e-24|1.76e-23|7.628e-23|1.193e-22|1.387e-21,6.628e-20|1.388e-19|4.011e-19|4.703e-19|4.377e-18,147.8|130.1|309.7|30.64|424.2
1278,4,0.5114,3.068,3081.0,0.0009925000000000001,0.9929309999999999,CEP70 KIF22 PURG TMEM135,response to food|organelle localization|regulation of mitochondrial fission|mitotic cell cycle process|mitotic cell cycle,0.004459|0.005179|0.005426|0.006373|0.007822,1|1|1|1|1,234|16.72|190.7|15.03|13.53
1279,5,0.5158,5.1579999999999995,3990.0,0.001288,0.996692,AEN CEP85L ENPP3 FABP7 TAAR6,basophil activation involved in immune response|basophil activation|negative regulation of mast cell proliferation|regulation of mast cell proliferation|nucleic acid phosphodiester bond hydrolysis,0.000728|0.0009706|0.0009706|0.001213|0.002121,1|1|1|1|1,2060|1373|1373|1030|27.19
1280,4,0.5246,3.148,3374.0,0.0009298,0.9929309999999999,BLMH C16orf74 CER1 LCA5L,negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry|negative regulation of nodal signaling pathway involved in determination of left/right asymmetry|growth plate cartilage chondrocyte proliferation|negative regulation of mesoderm development|homocysteine catabolic process,0.0005825|0.0005825|0.0005825|0.0007766|0.0007766,1|1|1|1|1,2574|2574|2574|1716|1716
1281,4,0.529,3.174,3230.0,0.0009794,0.9929309999999999,CERK GJA8 RHO SCGB1A1,absorption of visible light|light absorption|thermotaxis|response to silicon dioxide|response to ozone,0.0003883|0.0003883|0.0005825|0.0007766|0.0009706,1|1|1|1|1,5149|5149|2574|1716|1287
1282,4,0.5797,3.478,3213.0,0.0010789999999999999,0.9929309999999999,CERKL GLI2 PCDHA3 PCDHGA12,floor plate formation|homophilic cell adhesion via plasma membrane adhesion molecules|floor plate morphogenesis|notochord regression|smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,0.0003883|0.0003972|0.0005825|0.0005825|0.0007766,1|1|1|1|1,5149|61.66|2574|2574|1716
1283,12,0.5116,33.76,8114.0,0.004132,0.999986,ARMH3 CERS2 COL4A3BP ELOVL1 KDSR PI4KB SGMS1 SPTLC1 SPTLC2 SPTSSA TM9SF2 TMEM189,sphingolipid biosynthetic process|ceramide biosynthetic process|membrane lipid biosynthetic process|sphingolipid metabolic process|lipid biosynthetic process,2.529e-14|2.153e-13|2.38e-13|7.072e-13|8.222e-13,3.989e-10|1.698e-09|1.251e-09|2.789e-09|2.594e-09,132.4|208|94.97|80.9|28.18
1284,4,0.5516,3.3089999999999997,3171.0,0.0010400000000000001,0.9929309999999999,CERS3 EDN3 LEP MTNR1B,regulation of hormone secretion|negative regulation of peptide hormone secretion|peptide hormone secretion|regulation of vasoconstriction|negative regulation of hormone secretion,9.735e-06|2.919e-05|4.821e-05|5.502e-05|6.227e-05,0.1536|0.2302|0.2535|0.217|0.1964,55.96|234|180.7|168.8|158.4
1285,4,0.555,3.33,3195.0,0.001039,0.9929309999999999,ARL6 CERS4 COTL1 SPIRE1,protein polymerization|regulation of actin filament polymerization|regulation of actin polymerization or depolymerization|regulation of actin filament length|regulation of protein polymerization,0.0001336|0.0004258|0.0005069|0.0005122|0.0007595,1|1|1|1|1,107.3|59.52|54.48|54.2|44.39
1286,4,0.5581,3.3489999999999998,3189.0,0.001046,0.9929309999999999,CERS5 PFN4 THTPA TMEM116,thiamine diphosphate metabolic process|thiamine metabolic process|thiamine-containing compound metabolic process|sequestering of actin monomers|ceramide biosynthetic process,0.0005825|0.0009706|0.001553|0.002328|0.01064,1|1|1|1|1,2574|1287|735.5|468.1|95.35
1287,10,0.521,23.44,6592.0,0.0035329999999999997,0.999933,CERS2 CERS6 COL4A3BP ELOVL1 FASN PI4KB SPTLC2 SPTSSA TECR TMEM189,lipid biosynthetic process|cellular lipid metabolic process|lipid metabolic process|ceramide biosynthetic process|sphingolipid metabolic process,1.578e-14|1.248e-12|9.436e-12|2.022e-11|2.212e-11,2.489e-10|9.843e-09|4.961e-08|7.973e-08|6.977e-08,34.44|21.12|16.85|211.9|84.75
1288,4,0.5828,3.497,3251.0,0.001072,0.9929309999999999,ACSL6 CETN1 EMILIN1 FDXACB1,negative regulation of collagen fibril organization|regulation of collagen fibril organization|negative regulation of macrophage migration|positive regulation of extracellular matrix assembly|negative regulation of extracellular matrix organization,0.0005825|0.001359|0.001941|0.002134|0.002328,1|1|1|1|1,2574|858.1|572.1|514.9|468.1
1289,4,0.5639,3.383,3195.0,0.0010550000000000002,0.9929309999999999,CCL22 CFAP206 PCOLCE2 TREML2,regulation of cilium beat frequency|regulation of flagellated sperm motility|sperm axoneme assembly|regulation of cilium movement involved in cell motility|regulation of cilium-dependent cell motility,0.00291|0.004072|0.004459|0.005426|0.005426,1|1|1|1|1,367.8|257.4|234|190.7|190.7
1290,5,0.5101,5.101,4081.0,0.001245,0.996692,CFAP221 FMNL1 OR4D2 SP6 WNT9B,mesonephric duct formation|establishment of planar polarity involved in nephron morphogenesis|mesenchymal stem cell maintenance involved in nephron morphogenesis|non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation|regulation of animal organ morphogenesis,0.0004854|0.0004854|0.000728|0.000728|0.0007712,1|1|1|1|1,4119|4119|2060|2060|45.51
1291,8,0.5047,14.13,5727.0,0.002455,0.9996790000000001,CCT8 CFAP298 DONSON MCM3AP PAXBP1 PWP2 SOD1 URB1,response to antipsychotic drug|response to carbon monoxide|positive regulation of chromosome organization|negative regulation of cholesterol biosynthetic process|negative regulation of cholesterol metabolic process,0.001164|0.00194|0.001964|0.002328|0.002328,1|1|1|1|1,1287|643.6|29.59|514.9|514.9
1292,4,0.5281,3.1689999999999996,3377.0,0.0009353,0.9929309999999999,CFAP43 LINGO1 NQO2 RMND5B,mucociliary clearance|cerebrospinal fluid circulation|regulation of cilium beat frequency|respiratory system process|sperm axoneme assembly,0.001165|0.002134|0.00291|0.004266|0.004459,1|1|1|1|1,1030|514.9|367.8|245.2|234
1293,5,0.5287,5.287000000000001,3984.0,0.001322,0.996692,ARL6 CFAP44 LRBA SH2D3A TLR10,toll-like receptor 10 signaling pathway|cilium assembly|cilium organization|plasma membrane bounded cell projection assembly|cell projection assembly,0.0004854|0.003271|0.003689|0.004983|0.00532,1|1|1|1|1,4119|21.79|20.49|17.57|16.99
1294,4,0.5166,3.1,3133.0,0.0009857999999999998,0.9929309999999999,ARHGAP1 CFAP45 RAB11FIP5 TMEM14C,negative regulation of endocytic recycling|regulation of tetrapyrrole biosynthetic process|regulation of heme biosynthetic process|regulation of tetrapyrrole metabolic process|negative regulation of adiponectin secretion,0.0003883|0.0007766|0.0007766|0.0009706|0.0009706,1|1|1|1|1,5149|1716|1716|1287|1287
1295,4,0.538,3.228,3036.0,0.001059,0.9929309999999999,CFAP46 FEM1C PGM5 PIK3IP1,negative regulation of phosphatidylinositol 3-kinase activity|negative regulation of lipid kinase activity|negative regulation of phosphatidylinositol 3-kinase signaling|organelle assembly|myofibril assembly,0.0009706|0.001747|0.002716|0.008227|0.01064,1|1|1|1|1,1287|643.6|396.1|13.19|95.35
1296,5,0.5082,5.082,4076.0,0.001242,0.996692,BDNF CFAP61 GKN1 HPSE LIN7C,positive regulation of brain-derived neurotrophic factor receptor signaling pathway|regulation of brain-derived neurotrophic factor receptor signaling pathway|heparan sulfate proteoglycan catabolic process|brain-derived neurotrophic factor receptor signaling pathway|proteoglycan catabolic process,0.000728|0.0009706|0.0009706|0.001213|0.001213,1|1|1|1|1,2060|1373|1373|1030|1030
1297,4,0.5647,3.388,3392.0,0.0009954,0.9929309999999999,CFAP65 CHCHD6 CNMD GRIA1,cellular response to ammonium ion|response to ammonium ion|regulation of postsynaptic cytosolic calcium ion concentration|endothelial cell morphogenesis|negative regulation of vascular endothelial growth factor receptor signaling pathway,0.001165|0.001359|0.002328|0.002716|0.00291,1|1|1|1|1,1030|858.1|468.1|396.1|367.8
1298,4,0.5398,3.239,3265.0,0.0009883,0.9929309999999999,CFAP73 FHOD3 TSPO2 ZMPSTE24,cortical actin cytoskeleton organization|cardiac muscle cell development|cortical cytoskeleton organization|cardiac cell development|cardiac muscle cell differentiation,3.663e-05|6.963e-05|8.295e-05|8.295e-05|0.0001405,0.5778|0.5492|0.4362|0.3271|0.4432,216.8|155.4|142|142|108.4
1299,4,0.5382,3.2289999999999996,3438.0,0.0009361,0.9929309999999999,CFAP77 FRMD4B OAS1 RNF5,regulation of ribonuclease activity|ER-associated misfolded protein catabolic process|cellular response to interferon-alpha|endoplasmic reticulum mannose trimming|cellular response to misfolded protein,0.001941|0.002522|0.002716|0.004072|0.004459,1|1|1|1|1,572.1|429.1|396.1|257.4|234
1300,4,0.5661,3.3960000000000004,3200.0,0.001058,0.9929309999999999,CFB MPIG6B SGPL1 ZNF567,"luteinization|Leydig cell differentiation|fibroblast migration|skeletal system development|complement activation, alternative pathway",0.001747|0.002134|0.002522|0.003062|0.003104,1|1|1|1|1,643.6|514.9|429.1|21.86|343.2
1301,4,0.5412,3.247,3198.0,0.0010119999999999999,0.9929309999999999,ANXA3 CFD OMD THAP6,"keratan sulfate catabolic process|complement activation, alternative pathway|neutrophil degranulation|neutrophil activation involved in immune response|neutrophil mediated immunity",0.002522|0.003104|0.003204|0.003256|0.003349,1|1|1|1|1,429.1|343.2|21.36|21.19|20.89
1302,4,0.5232,3.139,3212.0,0.0009737999999999999,0.9929309999999999,CFH COL5A2 DCAF5 TM7SF2,"negative regulation of endodermal cell differentiation|regulation of endodermal cell differentiation|regulation of complement-dependent cytotoxicity|complement activation, alternative pathway|secondary alcohol biosynthetic process",0.0007766|0.001165|0.001747|0.003104|0.007938,1|1|1|1|1,1716|1030|643.6|343.2|128.7
1303,4,0.5967,3.58,3147.0,0.0011330000000000001,0.9929309999999999,CFHR1 CFHR3 KCND2 PDLIM7,cytolysis by host of symbiont cells|cytolysis in other organism involved in symbiotic interaction|locomotor rhythm|cytolysis in other organism|killing by host of symbiont cells,0.002522|0.002522|0.002716|0.002716|0.004459,1|1|1|1|1,429.1|429.1|396.1|396.1|234
1304,29,0.4822,195.8,21700.0,0.008919,1.0,CD1C CLK2 CTSK EFNA4 FCRL3 GBA HRNR ITLN2 LCE1A LCE1B LCE1E LCE2A LCE3A LCE3D LCE3E LCE5A OR10J5 PGLYRP3 PRR9 S100A12 S100A2 S100A4 S100A5 S100A8 S100A9 SLAMF7 SPRR1A SPRR2F SPRR2G,keratinization|keratinocyte differentiation|skin development|epidermal cell differentiation|epidermis development,1.843e-16|1.309e-15|2.038e-15|8.728e-15|2.123e-13,2.907e-12|1.033e-11|1.071e-11|3.442e-11|6.699e-10,37.71|31.8|24.11|26.97|20.44
1305,20,0.4738,90.02,15480.0,0.005768,1.0,CLEC12A CLEC12B CLEC2A CLEC2B CLEC4C CLEC4D CLEC6A CLEC9A KLRC1 KLRC4 PRB4 PRH2 PZP RERG SLCO1C1 TAS2R13 TAS2R20 TAS2R30 TAS2R7 TAS2R9,detection of chemical stimulus involved in sensory perception of bitter taste|sensory perception of bitter taste|detection of chemical stimulus involved in sensory perception of taste|sensory perception of taste|natural killer cell inhibitory signaling pathway,3.666e-10|6.685e-10|7.476e-10|7.206e-09|8.926e-06,5.782e-06|5.272e-06|3.931e-06|2.842e-05|0.02816,143|125.6|122.6|75.72|686.5
1306,5,0.5011,5.011,4111.0,0.001215,0.996692,AGT CFL2 MIEF2 TRMT2A WDR19,"protein-containing complex subunit organization|positive regulation of membrane hyperpolarization|glycine biosynthetic process, by transamination of glyoxylate|G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger|ciliary receptor clustering involved in smoothened signaling pathway",0.0004615|0.0005824|0.0008735|0.0008735|0.0008735,1|1|1|1|1,8.684|3432|1716|1716|1716
1307,4,0.5461,3.2769999999999997,3217.0,0.001015,0.9929309999999999,CFTR FKBP15 PDE7B SERPINB3,positive regulation of cyclic nucleotide-gated ion channel activity|regulation of cyclic nucleotide-gated ion channel activity|positive regulation of voltage-gated chloride channel activity|regulation of voltage-gated chloride channel activity|transepithelial water transport,0.0003883|0.0005825|0.0005825|0.0005825|0.0007766,1|1|1|1|1,5149|2574|2574|2574|1716
1308,4,0.5592,3.355,3333.0,0.001003,0.9929309999999999,CGA MFSD6L SMKR1 TCN1,adenylate cyclase-activating adrenergic receptor signaling pathway involved in cardiac muscle relaxation|positive regulation of dense core granule biogenesis|positive regulation of relaxation of cardiac muscle|mast cell cytokine production|regulation of dense core granule biogenesis,0.0004854|0.000728|0.000728|0.000728|0.0009706,1|1|1|1|1,4119|2060|2060|2060|1373
1309,8,0.5178,14.5,6310.0,0.002286,0.9996790000000001,CGGBP1 EPHA3 FAM19A4 HTR1F LMOD3 POU1F1 VGLL3 ZNF654,fasciculation of motor neuron axon|fasciculation of sensory neuron axon|dsDNA loop formation|skeletal muscle thin filament assembly|adenylate cyclase-inhibiting serotonin receptor signaling pathway,0.001019|0.001358|0.002037|0.002376|0.002715,1|1|1|1|1,1471|980.7|588.4|490.4|420.3
1310,4,0.5114,3.068,3128.0,0.0009775,0.9929309999999999,CGREF1 HLF IGF2R RPH3AL,response to tetrachloromethane|myoblast fate commitment|regulation of protein neddylation|regulation of transcription from RNA polymerase II promoter in response to oxidative stress|surfactant homeostasis,0.001213|0.001456|0.00291|0.00291|0.003152,1|1|1|1|1,1030|823.8|374.5|374.5|343.3
1311,6,0.5049,7.574,5074.0,0.0014869999999999998,0.998474,ABCB5 AGR3 CH25H DYSF EHD4 KCNQ4,monocyte activation involved in immune response|B cell chemotaxis|T-tubule organization|monocyte activation|pinocytosis,0.0008735|0.002037|0.002909|0.0032|0.00349,1|1|1|1|1,1716|572.1|381.4|343.2|312
1312,8,0.5229,14.64,6184.0,0.002356,0.9996790000000001,AKR1C1 AKR1C3 AKR1E2 CALML3 CALML5 CHAC1 FAM208B NET1,cellular response to jasmonic acid stimulus|response to jasmonic acid|doxorubicin metabolic process|daunorubicin metabolic process|polyketide metabolic process,3.177e-06|3.177e-06|1.163e-05|1.163e-05|1.163e-05,0.05011|0.02505|0.06116|0.04587|0.0367,1030|1030|457.7|457.7|457.7
1313,4,0.5051,3.03,3332.0,0.0009065,0.9929309999999999,ADAMDEC1 CHAC2 OSTN ZMYND12,negative regulation of dendrite extension|glutathione catabolic process|negative regulation of glucose import|glutathione biosynthetic process|negative regulation of glucose transmembrane transport,0.0007766|0.002328|0.002328|0.003104|0.003297,1|1|1|1|1,1716|468.1|468.1|343.2|321.8
